domain,value
dating,3.58876833097969
dating,3.58876833097969
dating,3.72229972360317
dating,3.74488063872805
dating,3.8400827592609
dating,3.72229972360317
dating,3.94555133419042
dating,3.49356621044681
dating,3.25229609435792
dating,3.43461765115381
dating,4.12776483171214
dating,3.62709760307019
dating,3.33941553061753
dating,4.1126054188521
dating,3.33941553061753
dating,3.58876833097969
dating,3.33941553061753
dating,3.33941553061753
dating,3.33941553061753
dating,4.20780753938655
dating,3.72229972360317
dating,3.58876833097969
dating,3.74488063872805
dating,3.58876833097969
dating,3.72229972360317
dating,3.49356621044681
dating,3.62709760307019
dating,3.94544327491787
dating,3.43461765115381
dating,3.49356621044681
dating,3.33941553061753
dating,3.58876833097969
dating,3.62709760307019
dating,3.43461765115381
dating,3.74488063872805
dating,3.58876833097969
dating,4.04075345472325
dating,3.94544327491787
dating,3.8400827592609
dating,3.85024115438493
dating,3.94555133419042
dating,3.62709760307019
dating,3.43461765115381
dating,3.72229972360317
dating,3.8400827592609
dating,3.74488063872805
dating,3.72229972360317
dating,4.04075345472325
dating,3.62709760307019
dating,3.43461765115381
dating,3.33941553061753
dating,3.58876833097969
dating,3.49356621044681
dating,3.94544327491787
gaming,2.99230483505768
gaming,3.27998690750946
gaming,4.20780753938581
gaming,3.59844063862799
gaming,3.84008275926049
gaming,3.53230278462668
gaming,3.7222997236041
gaming,3.84008275926049
gaming,3.7222997236041
gaming,3.58876833097958
gaming,4.08668132622093
gaming,3.94544327491831
gaming,3.33941553061918
gaming,3.49356621044643
gaming,3.94544327491831
gaming,3.33941553061918
gaming,3.7222997236041
gaming,4.35090838302648
gaming,3.33941553061918
gaming,3.84008275926049
gaming,3.62709760307096
gaming,3.27998690750946
gaming,3.62709760307096
gaming,3.86353777490672
gaming,4.35090838302648
gaming,3.33941553061918
gaming,3.74488063872734
gaming,3.84008275926049
gaming,2.99230483505768
gaming,3.62709760307096
gaming,4.04075345472264
gaming,3.7222997236041
gaming,3.84008275926049
gaming,2.99230483505768
gaming,3.43461765115232
gaming,3.7222997236041
gaming,2.99230483505768
gaming,3.84008275926049
gaming,3.49356621044643
gaming,3.84008275926049
gaming,2.99230483505768
gaming,3.94544327491831
gaming,3.63716115581751
gaming,4.12776483171227
gaming,3.53230278462668
