domain,value
gaming,3.169925
gaming,3.121928
gaming,2.419382
gaming,2.5
gaming,2.721928
gaming,2.75
gaming,3
gaming,2.641604
gaming,2.947703
gaming,2.25
gaming,3
gaming,2.155639
gaming,3
gaming,2.725481
gaming,2.921928
gaming,3.277613
gaming,3.321928
gaming,3.277613
gaming,2.75
gaming,2.921928
gaming,3.321928
gaming,3.121928
gaming,3.084963
gaming,3.820889
gaming,2.75
gaming,2.155639
gaming,2.128085
gaming,3.095795
gaming,1.836592
gaming,3.169925
gaming,3.121928
gaming,2.584963
gaming,2.75
gaming,3
gaming,2.75
gaming,2.845351
gaming,2.584963
gaming,3.378783
gaming,2.807355
gaming,3.418296
gaming,3.251629
gaming,3.45282
gaming,3.459432
gaming,3.188722
gaming,2.281036
gaming,3.169925
gaming,2.807355
gaming,2.5
gaming,1.918296
gaming,2.641604
gaming,2.584963
gaming,2.913977
gaming,2.75
gaming,2.846439
gaming,3
gaming,2.75
gaming,2.947703
gaming,3.095795
gaming,3.024397
gaming,2.921928
gaming,2.913977
gaming,3
gaming,2.75
gaming,3.277613
gaming,3.169925
gaming,2.522055
gaming,2.918296
gaming,2.721928
gaming,2.75
gaming,2.75
gaming,2.368523
gaming,2.75
gaming,2.845351
gaming,1.905639
gaming,3.121928
gaming,3.121928
gaming,2.921928
gaming,3.121928
gaming,2.75
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.392747
gaming,2.921928
gaming,3.321928
gaming,3.321928
gaming,3.321928
gaming,3.121928
gaming,3.188722
gaming,2.921928
gaming,2.721928
gaming,2.921928
gaming,3.321928
gaming,2.921928
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,2.921928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,2.921928
gaming,3.321928
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,2.725481
gaming,2.721928
gaming,3.321928
gaming,3.321928
gaming,3.121928
gaming,2.921928
gaming,3.121928
gaming,3.321928
gaming,3
gaming,2.75
gaming,3.121928
gaming,3.321928
gaming,3.321928
gaming,3.321928
gaming,2.521641
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.022055
gaming,2.921928
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.121928
gaming,3.121928
gaming,3.121928
gaming,2.584963
gaming,3.321928
gaming,2.846439
gaming,3.121928
gaming,3.121928
gaming,1.905639
gaming,3.321928
gaming,3.121928
gaming,2.25
gaming,1.405639
gaming,2.921928
gaming,2
gaming,3.121928
gaming,3.321928
gaming,2.921928
gaming,3.121928
gaming,2.807355
gaming,2.5
gaming,3.121928
gaming,3.321928
gaming,2.235926
gaming,3.121928
gaming,2.75
gaming,3.321928
gaming,2.846439
gaming,2.646439
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.321928
gaming,3.121928
gaming,3.321928
gaming,2.321928
gaming,3.321928
gaming,2.846439
gaming,3.121928
gaming,2.947703
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.321928
gaming,2.370951
gaming,2.921928
gaming,3.121928
gaming,2.646439
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,3.321928
gaming,2.846439
gaming,3.121928
gaming,3.121928
gaming,3.121928
gaming,2.921928
gaming,2.913977
gaming,2.921928
gaming,3.321928
gaming,3.459432
gaming,2.646439
gaming,3.121928
gaming,2.921928
gaming,3.121928
gaming,3.321928
gaming,3.121928
gaming,2.807355
gaming,3.321928
gaming,3.121928
gaming,2.921928
gaming,3.321928
gaming,2.921928
gaming,3.121928
gaming,3.121928
gaming,3.121928
gaming,3.321928
gaming,3.321928
gaming,2.921928
gaming,3.321928
gaming,3.121928
gaming,2.947703
gaming,2.584963
gaming,2.584963
gaming,3.121928
gaming,2.251629
gaming,2.251629
gaming,3
gaming,3
gaming,3.095795
gaming,2.235926
gaming,2.584963
gaming,1.918296
gaming,2.521641
gaming,2.947703
gaming,2.251629
gaming,3
gaming,2.725481
gaming,2.921928
gaming,2.584963
gaming,1.584963
gaming,2.321928
gaming,2
gaming,2.725481
gaming,3.169925
gaming,1.584963
gaming,2.521641
gaming,2.947703
gaming,0.918296
gaming,1.5
gaming,2.584963
gaming,2.584963
gaming,1.792481
gaming,2.251629
gaming,0.918296
gaming,2.584963
gaming,2.725481
gaming,2.947703
gaming,2.947703
gaming,2.281036
gaming,0
gaming,2.5
gaming,1.792481
gaming,2.584963
gaming,3.418296
gaming,2.321928
gaming,2.19716
gaming,2.584963
gaming,2.584963
gaming,2.251629
gaming,2.75
gaming,2.251629
gaming,3.169925
gaming,2.846439
gaming,2.75
gaming,2.807355
gaming,2.503258
gaming,2.5
gaming,2.584963
gaming,1.792481
gaming,1.842371
gaming,2.584963
gaming,2.321928
gaming,2.251629
gaming,2.725481
gaming,0.918296
gaming,2.584963
gaming,2.5
gaming,2.521641
gaming,2.321928
gaming,2.584963
gaming,3.169925
gaming,3.121928
gaming,2.521641
gaming,3
gaming,2.584963
gaming,2
gaming,1.918296
gaming,2
gaming,2.584963
gaming,2.584963
gaming,1.584963
gaming,2.584963
gaming,2.5
gaming,3.906891
gaming,3
gaming,2.584963
gaming,2.584963
gaming,2.5
gaming,3
gaming,2.235926
gaming,2
gaming,2.846439
gaming,2.281036
gaming,3
gaming,2.75
gaming,3.321928
gaming,2.251629
gaming,2.641604
gaming,2.947703
gaming,2.419382
gaming,3
gaming,2.75
gaming,2
gaming,3.121928
gaming,2.5
gaming,2.584963
gaming,2.725481
gaming,2.75
gaming,2
gaming,1.921928
gaming,2.521641
gaming,2.251629
gaming,3
gaming,2.251629
gaming,3.169925
gaming,2.75
gaming,2.921928
gaming,2.521641
gaming,2.251629
gaming,2.807355
gaming,2.251629
gaming,3
gaming,2.584963
gaming,1
gaming,2.235926
gaming,2.584963
gaming,2.584963
gaming,3.169925
gaming,2.405639
gaming,3.121928
gaming,2.641604
gaming,1.584963
gaming,3.169925
gaming,2.5
gaming,2.521641
gaming,2.584963
gaming,2.584963
gaming,1.378783
gaming,3.584963
gaming,2.807355
gaming,2.584963
gaming,2.584963
gaming,2.807355
gaming,2.584963
gaming,2.921928
gaming,2.584963
gaming,3.121928
gaming,2.75
gaming,2.521928
gaming,3.169925
gaming,2.75
gaming,2.251629
gaming,3.321928
gaming,2.321928
gaming,2.251629
gaming,2.584963
gaming,1
gaming,2.75
gaming,2.235926
gaming,3.321928
gaming,3.022055
gaming,2.5
gaming,2
gaming,2.947703
gaming,2.913977
gaming,3
gaming,2.584963
gaming,3.459432
gaming,2.521641
gaming,2.584963
gaming,2.807355
gaming,0
gaming,1.584963
gaming,1.584963
gaming,3.503258
gaming,3.45282
gaming,3.169925
gaming,2.5
gaming,2.807355
gaming,3.169925
gaming,1.392147
gaming,1.584963
gaming,2.921928
gaming,2.807355
gaming,2.521641
gaming,2.75
gaming,3
gaming,3.084963
gaming,2.606239
gaming,2.75
gaming,2.846439
gaming,2.584963
gaming,2.947703
gaming,2.947703
gaming,0.918296
gaming,2.584963
gaming,2.5
gaming,3.121928
gaming,2.521641
gaming,2.128085
gaming,2.251629
gaming,2.947703
gaming,2.521641
gaming,2.807355
gaming,3.418296
gaming,2.321928
gaming,2.646439
gaming,1.584963
gaming,1.918296
gaming,3.321928
gaming,2.251629
gaming,2.251629
gaming,2.921928
gaming,1.918296
gaming,1.584963
gaming,1.584963
gaming,3.277613
gaming,2.75
gaming,2.235926
gaming,2.75
gaming,3
gaming,2.251629
gaming,1.75
gaming,1.584963
gaming,2.584963
gaming,2.646439
gaming,2.251629
gaming,2.235926
gaming,2.251629
gaming,2.75
gaming,2.75
gaming,2.807355
gaming,3.375
gaming,3.459432
gaming,3.169925
gaming,2.251629
gaming,3.169925
gaming,2.725481
gaming,3.169925
gaming,2.947703
gaming,1.918296
gaming,2.947703
gaming,2.584963
gaming,2.584963
gaming,2.921928
gaming,2.75
gaming,2
gaming,2.807355
gaming,2.251629
gaming,2.521641
gaming,2.75
gaming,2.5
gaming,2.584963
gaming,2.75
gaming,2.807355
gaming,3
gaming,3.121928
gaming,2.75
gaming,2.251629
gaming,2.913977
gaming,2.584963
gaming,2.584963
gaming,2.584963
gaming,3
gaming,1.584963
gaming,2.75
gaming,2.75
gaming,3.121928
gaming,3
gaming,2.663533
gaming,3.392747
gaming,2.584963
gaming,2.947703
gaming,2.5
gaming,3.121928
gaming,2.584963
gaming,1.584963
gaming,3.169925
gaming,2.807355
gaming,0
gaming,2.947703
gaming,3.321928
gaming,0.918296
gaming,2.251629
gaming,3.169925
gaming,2.521641
gaming,0
gaming,3.095795
gaming,3.169925
gaming,3.095795
gaming,1.918296
gaming,2.321928
gaming,2.75
gaming,2.75
gaming,0
gaming,2.503258
gaming,2.584963
gaming,1.921928
gaming,2.5
gaming,2.235926
gaming,3.321928
gaming,2.947703
gaming,3.773557
gaming,1.584963
gaming,2
gaming,2.521641
gaming,1.918296
gaming,2.584963
gaming,2.845351
gaming,2.721928
gaming,3
gaming,2.75
gaming,2
gaming,2.584963
gaming,3.169925
gaming,2.807355
gaming,2.584963
gaming,2.75
gaming,0
gaming,2.75
gaming,2.503258
gaming,0
gaming,3.521641
gaming,2.584963
gaming,1.950212
gaming,2.405639
gaming,3
gaming,2.584963
gaming,1.918296
gaming,1.584963
gaming,2.75
gaming,0
gaming,2.807355
gaming,3.169925
gaming,2.75
gaming,2.405639
gaming,2.521641
gaming,1.842371
gaming,2.75
gaming,1.918296
gaming,3.277613
gaming,2.521641
gaming,2.321928
gaming,2.155639
gaming,1
gaming,2.947703
gaming,2.75
gaming,0
gaming,3.095795
gaming,2.128085
gaming,1.842371
gaming,3.169925
gaming,2.584963
gaming,2.235926
gaming,2.807355
gaming,2.584963
gaming,3.169925
gaming,1.918296
gaming,3.169925
gaming,2.128085
gaming,2.521641
gaming,3.169925
gaming,2.251629
gaming,2.251629
gaming,2.584963
gaming,3
gaming,2.646439
gaming,2
gaming,2.5
gaming,1.842371
gaming,2.584963
gaming,3.039149
gaming,2.584963
gaming,2.725481
gaming,1.584963
gaming,2.807355
gaming,3.277613
gaming,2.947703
gaming,3
gaming,3.321928
gaming,2.235926
gaming,2.947703
gaming,2.155639
gaming,2.947703
gaming,2
gaming,2.584963
gaming,3.169925
gaming,2.947703
gaming,3.169925
gaming,2.807355
gaming,3.277613
gaming,1.918296
gaming,2.251629
gaming,2.405639
gaming,2.251629
gaming,2.5
gaming,2.321928
gaming,0.970951
gaming,2.251629
gaming,2.5
gaming,1.584963
gaming,2.584963
gaming,2.75
gaming,2.5
gaming,1
gaming,2.584963
gaming,2.584963
gaming,2.807355
gaming,2.521641
gaming,2.584963
gaming,1.918296
gaming,3
gaming,3
gaming,1.251629
gaming,2.584963
gaming,2.75
gaming,2.584963
gaming,3.121928
gaming,2.321928
gaming,2.584963
gaming,2.5
gaming,2
gaming,2.584963
gaming,3.169925
gaming,2.725481
gaming,1.584963
gaming,3.169925
gaming,2.251629
gaming,2.75
gaming,3.121928
gaming,2.251629
gaming,2.251629
gaming,2.947703
gaming,2.5
gaming,2.721928
gaming,2.584963
gaming,3.027169
gaming,2.584963
gaming,3.321928
gaming,2.584963
gaming,2.75
gaming,2
gaming,1.75
gaming,3
gaming,2.251629
gaming,2.732159
gaming,2.807355
gaming,3
gaming,1.584963
gaming,2.113283
gaming,1.918296
gaming,2.155639
gaming,2.251629
gaming,2.875
gaming,2.947703
gaming,2.251629
gaming,2.251629
gaming,2.75
gaming,3.169925
gaming,1.5
gaming,2.128085
gaming,3.084963
gaming,2.521641
gaming,2.521641
gaming,2
gaming,2.584963
gaming,2.321928
gaming,3
gaming,2.251629
gaming,1.792481
gaming,2.251629
gaming,2.807355
gaming,2.405639
gaming,2.251629
gaming,1.792481
gaming,2.584963
gaming,2.807355
gaming,0
gaming,2.251629
gaming,2.807355
gaming,2.947703
gaming,2.584963
gaming,2.584963
gaming,1.792481
gaming,2.725481
gaming,2.251629
gaming,2.75
gaming,2.321928
gaming,1.584963
gaming,2.75
gaming,2.321928
gaming,2.251629
gaming,2.725481
gaming,2.521641
gaming,2.584963
gaming,2.155639
gaming,1.561278
gaming,1
gaming,3.321928
gaming,2.807355
gaming,2.807355
gaming,2.251629
gaming,3
gaming,3
gaming,2.584963
gaming,2.75
gaming,2.921928
gaming,2.725481
gaming,2.846439
gaming,2.584963
gaming,3.121928
gaming,1.918296
gaming,2.321928
gaming,2.75
gaming,2.521641
gaming,2.521641
gaming,3.321928
gaming,2.321928
gaming,2.321928
gaming,2.947703
gaming,3.121928
gaming,2.521641
gaming,2.807355
gaming,2
gaming,2.419382
gaming,2
gaming,2.251629
gaming,1.792481
gaming,2.725481
gaming,2.521641
gaming,2.251629
gaming,2.503258
gaming,2.251629
gaming,2.251629
gaming,2.75
gaming,1.918296
gaming,3.169925
gaming,1.584963
gaming,2.25
gaming,2.921928
gaming,1.459148
gaming,2.646439
gaming,2.503258
gaming,2.251629
gaming,2.921928
gaming,2.321928
gaming,2.251629
gaming,2.921928
gaming,2.75
gaming,2.807355
gaming,2.521641
gaming,3.321928
gaming,0.811278
gaming,3.095795
gaming,2.251629
gaming,2.584963
gaming,3.169925
gaming,2.584963
gaming,2.721928
gaming,3
gaming,2.521641
gaming,1.918296
gaming,2.251629
gaming,3.251629
gaming,2.235926
gaming,2
gaming,2.725481
gaming,2.521641
gaming,3.095795
gaming,2.725481
gaming,2.75
gaming,2.921928
gaming,3.970176
gaming,2.503258
gaming,2.446439
gaming,2.521641
gaming,3.238901
gaming,3.459432
gaming,2.75
gaming,2.5
gaming,3
gaming,4.142664
gaming,2.721928
gaming,2.521928
gaming,3.321928
gaming,2.807355
gaming,3.251629
gaming,2.913977
gaming,3.182006
gaming,2.155639
gaming,2.721928
gaming,3.026987
gaming,2.721928
gaming,2.663533
gaming,1.664498
gaming,3.664498
gaming,1.921928
gaming,2.921928
gaming,2.128085
gaming,3
gaming,3.32782
gaming,3.640224
gaming,2.947703
gaming,2.947703
gaming,2.947703
gaming,3.169925
gaming,2.5
gaming,3.169925
gaming,2.807355
gaming,2.584963
gaming,3.521641
gaming,2.5
gaming,2.947703
gaming,2.25
gaming,2.913977
gaming,2.584963
gaming,3
gaming,2.321928
gaming,1.5
gaming,2.321928
gaming,3.182006
gaming,2.584963
gaming,2.321928
gaming,3.121928
gaming,1.921928
gaming,3.238901
gaming,2.155639
gaming,2.947703
gaming,2.584963
gaming,2.921928
gaming,2.725481
gaming,2.584963
gaming,2.646439
gaming,3.251629
gaming,2.732159
gaming,2.584963
gaming,2.777363
gaming,2.75
gaming,2.155639
gaming,2.584963
gaming,2.418296
gaming,2.584963
gaming,3.840018
gaming,3.251629
gaming,2.521928
gaming,3.664498
gaming,2.845351
gaming,2.251629
gaming,2.947703
gaming,2.419382
gaming,2.584963
gaming,3.384184
gaming,3.321928
gaming,2.921928
gaming,2.845351
gaming,2.947703
gaming,3.039149
gaming,2.5
gaming,2.947703
gaming,2.251629
gaming,3.70044
gaming,3.121928
gaming,3.121928
gaming,2.5
gaming,1.918296
gaming,3.251629
gaming,2.75
gaming,2.75
gaming,3.121928
gaming,2.521641
gaming,3
gaming,2.521641
gaming,2.75
gaming,3.238901
gaming,2.807355
gaming,3.251629
gaming,2.921928
gaming,2.913977
gaming,1.584963
gaming,1.584963
gaming,3.392747
gaming,2.646439
gaming,2.947703
gaming,2.321928
gaming,3.169925
gaming,1.921928
gaming,3.169925
gaming,2.663533
gaming,2.235926
gaming,3.418296
gaming,4.035582
gaming,3.521641
gaming,3.392747
gaming,2.321928
gaming,3.418296
gaming,3.277613
gaming,2.75
gaming,3.169925
gaming,2.522055
gaming,1.556657
gaming,2.321928
gaming,3
gaming,2.947703
gaming,3.121928
gaming,2.807355
gaming,3.169925
gaming,2.646439
gaming,2.321928
gaming,2.807355
gaming,2.931209
gaming,2.584963
gaming,3
gaming,2.5
gaming,2.251629
gaming,2.584963
gaming,2.25
gaming,3.169925
gaming,3.169925
gaming,2.947703
gaming,2.251629
gaming,2.521641
gaming,2.235926
gaming,2.321928
gaming,1.950212
gaming,3
gaming,3.084963
gaming,3
gaming,1.405639
gaming,3.373557
gaming,2.663533
gaming,2.947703
gaming,2.947703
gaming,3.459432
gaming,1.5
gaming,3.169925
gaming,2.721928
gaming,2.721928
gaming,2.75
gaming,2.128085
gaming,2.75
gaming,2.584963
gaming,3.121928
gaming,2.75
gaming,2.646439
gaming,3.095795
gaming,3.121928
gaming,3
gaming,2.235926
gaming,2.75
gaming,3.511085
gaming,2.5
gaming,2.721928
gaming,3.251629
gaming,3.546594
gaming,2.75
gaming,1.918296
gaming,1.950212
gaming,3.121928
gaming,3
gaming,2.947703
gaming,3.392747
gaming,2.251629
gaming,3.026987
gaming,3.503258
gaming,2.584963
gaming,2.75
gaming,3.45282
gaming,2.5
gaming,3.508695
gaming,2.845351
gaming,3.683542
gaming,2.5
gaming,2.521928
gaming,2.25
gaming,3.251629
gaming,2.521928
gaming,3
gaming,3
gaming,2.235926
gaming,2.446439
gaming,1.792481
gaming,1.921928
gaming,3.321928
gaming,1.921928
gaming,2.845351
gaming,3.169925
gaming,2.725481
gaming,0.970951
gaming,2.446439
gaming,3.902175
gaming,2.807355
gaming,3.095795
gaming,2.846439
gaming,1.448816
gaming,1.556657
gaming,2.5
gaming,3.121928
gaming,3.302723
gaming,2.321928
gaming,2.584963
gaming,2.646439
gaming,2.235926
gaming,2
gaming,3.125
gaming,2.807355
gaming,2.807355
gaming,2.584963
gaming,3.277613
gaming,2.947703
gaming,2.947703
gaming,2.75
gaming,3.251629
gaming,3.321928
gaming,2.521641
gaming,2.732159
gaming,2.584963
gaming,2.25
gaming,2.846439
gaming,1.792481
gaming,2.846439
gaming,3.039149
gaming,2.663533
gaming,2.251629
gaming,2.947703
gaming,3.321928
gaming,2.522055
gaming,2.235926
gaming,2.584963
gaming,3.323231
gaming,2.947703
gaming,1.846439
gaming,2.405639
gaming,3.027169
gaming,2
gaming,2.584963
gaming,1.950212
gaming,0.970951
gaming,2.584963
gaming,3.546594
gaming,3.321928
gaming,2.235926
gaming,2.584963
gaming,2.584963
gaming,2.921928
gaming,2.251629
gaming,3.084963
gaming,3.169925
gaming,3.384184
gaming,3.121928
gaming,3.45282
gaming,3.121928
gaming,2.75
gaming,3.251629
gaming,3
gaming,3.921928
gaming,2.725481
gaming,2.947703
gaming,2.584963
gaming,2.663533
gaming,3.121928
gaming,2.503258
gaming,2.75
gaming,2.75
gaming,2.947703
gaming,2.75
gaming,1.584963
gaming,2.721928
gaming,3.121928
gaming,2.251629
gaming,2.5
gaming,2.721928
gaming,3.882045
gaming,2.807355
gaming,2.75
gaming,2.251629
gaming,2.947703
gaming,2.419382
gaming,2.25
gaming,2.75
gaming,2.446439
gaming,2.725481
gaming,3.277613
gaming,3.723231
gaming,2.405639
gaming,2.251629
gaming,3.826875
gaming,2.845351
gaming,3
gaming,2.947703
gaming,3.026987
gaming,2.5
gaming,2.807355
gaming,2.321928
gaming,2.521641
gaming,2.807355
gaming,2.584963
gaming,1.905639
gaming,3.277613
gaming,2.419382
gaming,3.418296
gaming,2.75
gaming,2.251629
gaming,2.931209
gaming,3.169925
gaming,2.725481
gaming,3.321928
gaming,2.725481
gaming,3.251629
gaming,1.584963
gaming,3.006239
gaming,3.49474
gaming,2.947703
gaming,2.947703
gaming,3.45282
gaming,2.947703
gaming,2.725481
gaming,3.095795
gaming,3.238901
gaming,1.921928
gaming,2.419382
gaming,2.75
gaming,3.180833
gaming,3.419382
gaming,2.419382
gaming,2.75
gaming,2.75
gaming,2.405639
gaming,3.235926
gaming,2.321928
gaming,3.277613
gaming,2.5
gaming,2.646439
gaming,3
gaming,2.913977
gaming,3.277613
gaming,2.251629
gaming,2.855389
gaming,2.75
gaming,2.521641
gaming,1.921928
gaming,2.947703
gaming,2.947703
gaming,2.866248
gaming,2.584963
gaming,2.655639
gaming,1.584963
gaming,2.807355
gaming,2.419382
gaming,3.238901
gaming,2.584963
gaming,2.5
gaming,2.521641
gaming,2.725481
gaming,2.947703
gaming,3.169925
gaming,3.169925
gaming,2.521641
gaming,2.128085
gaming,2.725481
gaming,2.751629
gaming,2.807355
gaming,1.895462
gaming,3.235926
gaming,3.027169
gaming,2.725481
gaming,1.921928
gaming,2.235926
gaming,3.095795
gaming,1.251629
gaming,2.913977
gaming,3.459432
